,Unnamed: 0,Subject,Start,End,Location,Start Date,Start Time
170,170,Call: Capex projections under three scenarios,2020-04-06 13:30:00,2020-04-06 14:00:00,https://mckinsey.zoom.us/j/9433470979,2020-04-06,13:30:00
171,171,Three statement model - Daily checkpoint,2020-04-06 14:30:00,2020-04-06 15:00:00,https://mckinsey.zoom.us/j/9433470979,2020-04-06,14:30:00
172,172,Call: COGS & SG&A projections,2020-04-06 15:00:00,2020-04-06 16:00:00,https://mckinsey.zoom.us/j/9433470979,2020-04-06,15:00:00
173,173,Call: Regroup on tax calculations,2020-04-06 16:00:00,2020-04-06 16:30:00,https://mckinsey.zoom.us/j/3495150446,2020-04-06,16:00:00
174,174,Team checkout,2020-04-06 16:45:00,2020-04-06 17:15:00,https://mckinsey.zoom.us/j/9433470979,2020-04-06,16:45:00
175,175,[EXT]Project Kickstart,2020-04-07 05:00:00,2020-04-07 06:00:00,Microsoft Teams Meeting,2020-04-07,05:00:00
176,176,Daily check-in,2020-04-07 06:00:00,2020-04-07 06:30:00,https://mckinsey.zoom.us/j/9433470979,2020-04-07,06:00:00
177,177,PS - Touchbase with Cash team,2020-04-07 07:30:00,2020-04-07 08:30:00,https://mckinsey.zoom.us/j/9433470979,2020-04-07,07:30:00
178,178,PS - Three Statement Model (w/Ojas; Steve optional),2020-04-07 09:00:00,2020-04-07 09:30:00,https://mckinsey.zoom.us/j/9433470979,2020-04-07,09:00:00
179,179,Three statement model - Daily checkpoint,2020-04-07 14:00:00,2020-04-07 15:00:00,https://mckinsey.zoom.us/j/219216856?pwd=dXZEVFQyTWxxL3EzVXlBWWVOTCtYQT09,2020-04-07,14:00:00
180,180,Canceled: Three statement model - Daily checkpoint,2020-04-07 14:00:00,2020-04-07 14:30:00,https://mckinsey.zoom.us/j/9433470979,2020-04-07,14:00:00
181,181,Check-out and PS about store closure,2020-04-07 17:00:00,2020-04-07 17:30:00,https://mckinsey.zoom.us/j/747954380?pwd=LzlCNXJDd3JZZDZoeVFDd2xRYVVaUT09,2020-04-07,17:00:00
182,182,[EXT]Project Kickstart,2020-04-08 05:00:00,2020-04-08 06:00:00,Microsoft Teams Meeting,2020-04-08,05:00:00
183,183,Three Statement: Inventory,2020-04-08 06:00:00,2020-04-08 06:30:00,https://mckinsey.zoom.us/j/3495150446?pwd=V0JEYlkrZllkSnNQVWxqTTdSSVhJQT09,2020-04-08,06:00:00
184,184,Call: Store closures,2020-04-08 06:30:00,2020-04-08 07:00:00,https://mckinsey.zoom.us/j/387454419?pwd=QzNpYjZlYkNEL3gvSEhrY3p6OEZtdz09,2020-04-08,06:30:00
185,185,Three Statement: Store closures and leases,2020-04-08 07:00:00,2020-04-08 07:30:00,https://mckinsey.zoom.us/j/901193645?pwd=ZUphY1kxcXVHdVQvOFhXak1sQWZZdz09,2020-04-08,07:00:00
186,186,Daily check-in,2020-04-08 08:00:00,2020-04-08 08:30:00,https://mckinsey.zoom.us/j/641694428?pwd=bmhlT2RGMlBjL3hSWWNzai82cEplQT09,2020-04-08,08:00:00
187,187,PS - Three Statement Model (w/Steve; Ojas),2020-04-08 09:00:00,2020-04-08 10:00:00,https://mckinsey.zoom.us/j/248368590?pwd=REdLZmN1a1lmNzJsSFdUdWdiMXdndz09,2020-04-08,09:00:00
188,188,SG&A assumptions in projections,2020-04-08 10:00:00,2020-04-08 10:30:00,https://mckinsey.zoom.us/j/991906149?pwd=cVFSaGRCWWQ5aGZEb2hSVHFjUTYvZz09,2020-04-08,10:00:00
189,189,[EXT]Daily Cash Call - Update,2020-04-08 11:00:00,2020-04-08 11:30:00,Microsoft Teams Meeting,2020-04-08,11:00:00
190,190,PS Model checkin,2020-04-08 11:30:00,2020-04-08 12:00:00,https://mckinsey.zoom.us/j/229532174?pwd=aC9nQzFuRFJGb2lwYnV5WUtrSFJzUT09,2020-04-08,11:30:00
191,191,Three Statement Model - Doc review,2020-04-08 12:30:00,2020-04-08 13:30:00,https://mckinsey.zoom.us/j/522929653?pwd=bkl4MDJWRU16OHY5RWNDZWlBbmdjUT09,2020-04-08,12:30:00
192,192,Model review,2020-04-08 17:15:00,2020-04-08 18:00:00,https://mckinsey.zoom.us/j/105867415?pwd=emZMV2RLWElYU2dPT0FhRXk3ekZudz09,2020-04-08,17:15:00
193,193,[EXT]Three Statement model - BOD Draft presentation review,2020-04-08 18:00:00,2020-04-08 19:00:00,Microsoft Teams Meeting,2020-04-08,18:00:00
194,194,PS - Review model,2020-04-09 04:30:00,2020-04-09 05:00:00,https://mckinsey.zoom.us/j/400163437?pwd=V2dQY094L1BNeDE0dks2SWM2SEtTZz09,2020-04-09,04:30:00
195,195,[EXT]Project Kickstart,2020-04-09 05:00:00,2020-04-09 06:00:00,Microsoft Teams Meeting,2020-04-09,05:00:00
196,196,Daily check-in,2020-04-09 06:00:00,2020-04-09 06:30:00,https://mckinsey.zoom.us/j/9433470979,2020-04-09,06:00:00
197,197,3 statement team regroup,2020-04-09 06:30:00,2020-04-09 07:00:00,https://mckinsey.zoom.us/j/938790549?pwd=R0doWVE4UllObDZmNmxyZ2hRRlZUdz09,2020-04-09,06:30:00
198,198,SG&A Walkforward,2020-04-09 09:30:00,2020-04-09 09:50:00,https://mckinsey.zoom.us/j/884313794?pwd=OUZJSVduWmRlckE2OWQ1MVdWd25RUT09,2020-04-09,09:30:00
199,199,Canceled: Three statement model - Daily checkpoint,2020-04-09 14:00:00,2020-04-09 14:30:00,https://mckinsey.zoom.us/j/9433470979,2020-04-09,14:00:00
200,200,Connect before meeting with client,2020-04-09 14:45:00,2020-04-09 15:00:00,https://mckinsey.zoom.us/j/631380515?pwd=bCtZREszcHFjc0VXNHZXdXZlUDMzQT09,2020-04-09,14:45:00
201,201,[EXT]Project Kickstart meeting,2020-04-09 15:00:00,2020-04-09 16:00:00,Microsoft Teams Meeting,2020-04-09,15:00:00
202,202,Canceled: Three statement model - Daily checkpoint,2020-04-09 15:00:00,2020-04-09 16:00:00,https://mckinsey.zoom.us/j/9433470979,2020-04-09,15:00:00
203,203,Regroup,2020-04-09 18:30:00,2020-04-09 19:00:00,Microsoft Teams Meeting,2020-04-09,18:30:00
204,204,Quick regroup,2020-04-10 05:30:00,2020-04-10 06:00:00,https://mckinsey.zoom.us/j/238543480?pwd=NHQxT2R2M2xVT1hZbUxjWWhhS2lJQT09,2020-04-10,05:30:00
205,205,Model + PPT connect,2020-04-10 08:00:00,2020-04-10 08:30:00,https://mckinsey.zoom.us/j/354159344?pwd=RmIrYXlueHZlZW85RVlLUFF2MzBSZz09,2020-04-10,08:00:00
206,206,[EXT]Project Kickstart,2020-04-10 09:00:00,2020-04-10 09:30:00,Microsoft Teams Meeting,2020-04-10,09:00:00
207,207,[EXT]Project Parade Strategy Session,2020-04-10 13:30:00,2020-04-10 14:30:00,"+1 470-440-6720, Conference ID: 469 808 286# ",2020-04-10,13:30:00
208,208,Team regroup,2020-04-10 14:00:00,2020-04-10 14:30:00,https://mckinsey.zoom.us/j/323576646?pwd=VE9yNVFGKzJ5bXEwWGo2LzVrV3Ewdz09,2020-04-10,14:00:00
209,209,[EXT]Three Statement Model Review,2020-04-11 13:00:00,2020-04-11 14:30:00,Microsoft Teams Meeting,2020-04-11,13:00:00
210,210,[EXT]Project Kickstart Meeting,2020-04-13 05:00:00,2020-04-13 06:00:00,Microsoft Teams Meeting,2020-04-13,05:00:00
211,211,[EXT][EXT]Regroup on Receipts & Margin,2020-04-13 06:00:00,2020-04-13 07:00:00,Teams,2020-04-13,06:00:00
212,212,Daily check-in,2020-04-13 07:00:00,2020-04-13 07:30:00,https://mckinsey.zoom.us/j/429979034?pwd=ajYxR251SzAzSzNLdjhvYmlCR0dLZz09,2020-04-13,07:00:00
213,213,[EXT][EXT]SG&A (Connecting ramp up/parade workstreams),2020-04-13 07:30:00,2020-04-13 08:00:00,Microsoft Teams Meeting,2020-04-13,07:30:00
214,214,Call: Discussion on System cash,2020-04-13 08:00:00,2020-04-13 08:30:00,https://mckinsey.zoom.us/j/933944721?pwd=THpHR0pxYkJYS3EvMGlMb015WjZadz09,2020-04-13,08:00:00
215,215,PS - Three Statement Model,2020-04-13 08:30:00,2020-04-13 09:00:00,https://mckinsey.zoom.us/j/997265208?pwd=MTE1c1Z4Mmd0VUFSQlNETVJ4eVhyUT09,2020-04-13,08:30:00
216,216,[EXT]Receipts x Margin Regroup,2020-04-13 09:00:00,2020-04-13 09:30:00,Microsoft Teams Meeting,2020-04-13,09:00:00
217,217,PS - Three statement model,2020-04-13 10:00:00,2020-04-13 10:30:00,https://mckinsey.zoom.us/j/99293276271?pwd=Yzg0YnVVKzlCRUFmZlIwQXczQ2JPdz09,2020-04-13,10:00:00
218,218,[EXT]Daily Cash Call - Update,2020-04-13 11:00:00,2020-04-13 11:30:00,Microsoft Teams Meeting,2020-04-13,11:00:00
219,219,Tax documents,2020-04-13 19:30:00,2020-04-13 20:00:00,https://mckinsey.zoom.us/j/93400946301?pwd=UHlEdTR0T0FoYUFYcFNTaGZOQlVMUT09,2020-04-13,19:30:00
220,220,[EXT]Project Kickstart Meeting,2020-04-14 05:00:00,2020-04-14 06:00:00,Microsoft Teams Meeting,2020-04-14,05:00:00
221,221,Regroup on inventories,2020-04-14 06:10:00,2020-04-14 07:00:00,https://mckinsey.zoom.us/j/96106159979?pwd=TnpUTGlGa3VGK2dEZnBhci9GL2ZNdz09,2020-04-14,06:10:00
222,222,Daily check-in,2020-04-14 07:00:00,2020-04-14 07:30:00,https://mckinsey.zoom.us/j/429979034?pwd=ajYxR251SzAzSzNLdjhvYmlCR0dLZz09,2020-04-14,07:00:00
223,223,PS - Three Statement Model ,2020-04-14 08:00:00,2020-04-14 09:00:00,https://mckinsey.zoom.us/j/770533526?pwd=b3IzS1JHNmEwWmZuUHNIem1hTEhGQT09,2020-04-14,08:00:00
224,224,Call: Tax payable review,2020-04-14 11:00:00,2020-04-14 11:30:00,https://mckinsey.zoom.us/j/95260992051?pwd=UmpaTy9MQjk3UldFK2h3eTB6bnZBUT09,2020-04-14,11:00:00
225,225,Internal PS - Model review,2020-04-14 12:30:00,2020-04-14 13:00:00,https://mckinsey.zoom.us/j/95780166787?pwd=cnE1N21mMVFoVGp1Z0VyTEY4aDFvZz09,2020-04-14,12:30:00
226,226,McK connect - 3 statement model,2020-04-14 15:30:00,2020-04-14 16:00:00,https://mckinsey.zoom.us/j/97343998324?pwd=ZmNHMWU1RGRoa2FmdUwyS3FRdDQ2UT09,2020-04-14,15:30:00
227,227,[EXT]Internal Model Review - Replacing Zoom w/ Teams,2020-04-14 16:00:00,2020-04-14 16:30:00,Microsoft Teams Meeting,2020-04-14,16:00:00
228,228,Model review (w/Parade team),2020-04-14 16:30:00,2020-04-14 17:30:00,https://mckinsey.zoom.us/j/98514714363?pwd=YW1wdlBGWXpiTWpPRVV3dGEwMytXdz09,2020-04-14,16:30:00
229,229,[EXT]Project Kickstart Meeting,2020-04-15 05:00:00,2020-04-15 06:00:00,Microsoft Teams Meeting,2020-04-15,05:00:00
230,230,Team connect,2020-04-15 06:00:00,2020-04-15 06:30:00,https://mckinsey.zoom.us/j/429979034?pwd=ajYxR251SzAzSzNLdjhvYmlCR0dLZz09,2020-04-15,06:00:00
231,231,M Team Check in,2020-04-15 06:25:00,2020-04-15 06:45:00,https://mckinsey.zoom.us/j/91508815995?pwd=RU5oWkU2eFpOVzZIait4bTlwVDR6QT09,2020-04-15,06:25:00
232,232,Parade Macy's / McKinsey game planning ,2020-04-15 06:45:00,2020-04-15 07:00:00,https://mckinsey.zoom.us/j/97949562173?pwd=R081OCt1bkptby9DK1pJQzREUmVPZz09,2020-04-15,06:45:00
233,233,"PS- Tree Statement model (w/Steve, Ojas)",2020-04-15 09:00:00,2020-04-15 09:30:00,https://mckinsey.zoom.us/j/98082341570?pwd=ZXNZREtZYVJVbkpqRXFtZm42YTQ1UT09,2020-04-15,09:00:00
234,234,Update on 3 Statement model - Working team,2020-04-15 10:00:00,2020-04-15 11:00:00,https://mckinsey.zoom.us/j/92119688984?pwd=WHVyVnNST0NveTlabGs5NHNjMDlsZz09,2020-04-15,10:00:00
235,235,Team PS,2020-04-15 11:00:00,2020-04-15 11:30:00,https://mckinsey.zoom.us/j/3526040306?pwd=N2hnUmIxVXVTMENEcGxWVkFjaTFYUT09,2020-04-15,11:00:00
236,236,Review 3 statement model output (w/Doug),2020-04-15 11:30:00,2020-04-15 12:00:00,https://mckinsey.zoom.us/j/96017619353?pwd=S0RGS0NCbkQvRmpwZVNOOThoblU3dz09,2020-04-15,11:30:00
237,237,[EXT]Project Kickstart Meeting,2020-04-16 05:00:00,2020-04-16 06:00:00,Microsoft Teams Meeting,2020-04-16,05:00:00
238,238,Team connect,2020-04-16 06:00:00,2020-04-16 06:30:00,https://mckinsey.zoom.us/j/429979034?pwd=ajYxR251SzAzSzNLdjhvYmlCR0dLZz09,2020-04-16,06:00:00
239,239,2 PM  Draft Board Deck Review via Teams,2020-04-16 11:00:00,2020-04-16 11:30:00,Microsoft Teams Meeting,2020-04-16,11:00:00
240,240,"PS - Three statement model (w/Steve, Ojas optional)",2020-04-16 11:30:00,2020-04-16 12:00:00,https://mckinsey.zoom.us/j/96156189137?pwd=Q3FsTzljaGJTZW56MCtZZGhoN1NCUT09,2020-04-16,11:30:00
241,241,Team connect,2020-04-16 19:30:00,2020-04-16 20:00:00,https://mckinsey.zoom.us/j/99825093350?pwd=SHBNRGh1eE8wWnhHeUlZajc5bWxMQT09,2020-04-16,19:30:00
242,242,Call: Line in model,2020-04-16 20:30:00,2020-04-16 21:00:00,https://mckinsey.zoom.us/j/94556806926?pwd=R1VuNVNZK0FiRWJMSThjTndqMndvdz09,2020-04-16,20:30:00
243,243,Daily check-in,2020-04-17 06:30:00,2020-04-17 07:00:00,https://mckinsey.zoom.us/j/809978665?pwd=YlU4elF4TFg2YUp0d3dsMFdoK056UT09,2020-04-17,06:30:00
244,244,[EXT]Project Kickstart Meeting,2020-04-17 08:00:00,2020-04-17 09:00:00,Microsoft Teams Meeting,2020-04-17,08:00:00
245,245,TMT L1 WebEx #4: Introduction to Software GSL - Americas ,2020-04-17 11:00:00,2020-04-17 12:00:00,see below for WebEx and dial in details,2020-04-17,11:00:00
246,246,~Super Important~ Virtual Happy Hour,2020-04-17 15:00:00,2020-04-17 16:00:00,https://mckinsey.zoom.us/j/96156423690?pwd=NVVhQm52S09KbTVFcUZYN0hDeE5mUT09,2020-04-17,15:00:00
247,247,[EXT]Project Kickstart Meeting,2020-04-20 05:00:00,2020-04-20 06:00:00,Microsoft Teams Meeting,2020-04-20,05:00:00
248,248,Daily check-in,2020-04-20 06:00:00,2020-04-20 06:30:00,https://mckinsey.zoom.us/j/97875107396?pwd=eDcwL09HUVJqS1hlU1NXcWltemdvUT09,2020-04-20,06:00:00
249,249,PS - Financing team w/Ojas (Steve optional),2020-04-20 07:00:00,2020-04-20 07:30:00,https://mckinsey.zoom.us/j/97486193633?pwd=dllrOUdDdmhYWmdoRWZDaWFSL3BDdz09,2020-04-20,07:00:00
250,250,Team PS - Approach to build 2022,2020-04-20 08:30:00,2020-04-20 09:00:00,https://mckinsey.zoom.us/j/99959218393?pwd=eUNFNGdOelZJeStQbEUyR1NkZWEyZz09,2020-04-20,08:30:00
251,251,Discuss GM Bridge,2020-04-20 10:00:00,2020-04-20 10:30:00,https://mckinsey.zoom.us/j/3526040306?pwd=N2hnUmIxVXVTMENEcGxWVkFjaTFYUT09,2020-04-20,10:00:00
252,252,Call: SG&A internal vs external reconciliation ,2020-04-20 11:00:00,2020-04-20 11:30:00,https://mckinsey.zoom.us/j/93661134231?pwd=dFhubHhqblFMM25ITmdsMDZpd25MUT09,2020-04-20,11:00:00
253,253,"Working Session / PS: Ramp Up Implications on Sales, PR, NPR and NWC",2020-04-20 13:30:00,2020-04-20 14:00:00,https://mckinsey.zoom.us/j/3526040306?pwd=N2hnUmIxVXVTMENEcGxWVkFjaTFYUT09,2020-04-20,13:30:00
254,254,Team check-out,2020-04-20 15:30:00,2020-04-20 16:00:00,https://mckinsey.zoom.us/j/98985098776?pwd=SDNuRWxCZkxjeWRwTGxoM3RpeDU2UT09,2020-04-20,15:30:00
255,255,[EXT]Daily Cash Call - Update,2020-04-20 15:30:00,2020-04-20 16:00:00,Microsoft Teams Meeting,2020-04-20,15:30:00
256,256,Team Trivia Happy Hour!,2020-04-20 16:00:00,2020-04-20 17:30:00,Zoom details below,2020-04-20,16:00:00
257,257,[EXT]Project Kickstart Meeting,2020-04-21 05:00:00,2020-04-21 06:00:00,Microsoft Teams Meeting,2020-04-21,05:00:00
258,258,Daily check-in,2020-04-21 06:00:00,2020-04-21 06:30:00,https://mckinsey.zoom.us/j/97875107396?pwd=eDcwL09HUVJqS1hlU1NXcWltemdvUT09,2020-04-21,06:00:00
259,259,PS - SG&A Walk forward,2020-04-21 07:00:00,2020-04-21 08:00:00,https://mckinsey.zoom.us/j/99359459815?pwd=RFpkeC8ralgyME1SYnhwcmdDdURYZz09,2020-04-21,07:00:00
260,260,Connect on 2019-21 GM Bridge,2020-04-21 08:00:00,2020-04-21 08:30:00,https://mckinsey.zoom.us/j/3526040306?pwd=N2hnUmIxVXVTMENEcGxWVkFjaTFYUT09,2020-04-21,08:00:00
261,261,Internal - SG&A walk forward,2020-04-21 08:30:00,2020-04-21 09:00:00,https://mckinsey.zoom.us/j/92363585146?pwd=TWVWang2T2FJRjhmdWdyZ2JtQ08vQT09,2020-04-21,08:30:00
262,262,"SG&A walk forward (w/Jeff, Brooke)",2020-04-21 09:30:00,2020-04-21 10:00:00,https://mckinsey.zoom.us/j/99548353724?pwd=b1BkNGxIa3NvSWZwdjBPVldoaXdSQT09,2020-04-21,09:30:00
263,263,SG&A regroup,2020-04-21 11:00:00,2020-04-21 11:30:00,https://mckinsey.zoom.us/j/98009707402?pwd=UytWZVJBbDduYm0zYWQzRkZvRytkUT09,2020-04-21,11:00:00
264,264,"PS - Financing team (w/Ojas, Steve)",2020-04-21 13:30:00,2020-04-21 14:00:00,https://mckinsey.zoom.us/j/93039303310?pwd=L3hQaVhhSlB1bEp2a3IyMlYwd1EwQT09,2020-04-21,13:30:00
265,265,[EXT]Macy's + McKinsey meeting (Topic below),2020-04-21 14:00:00,2020-04-21 15:00:00,Microsoft Teams Meeting,2020-04-21,14:00:00
266,266,'19 to '21 walk,2020-04-21 15:30:00,2020-04-21 16:30:00,Microsoft Teams Meeting,2020-04-21,15:30:00
267,267,Daily check-in,2020-04-22 06:00:00,2020-04-22 06:30:00,https://mckinsey.zoom.us/j/97875107396?pwd=eDcwL09HUVJqS1hlU1NXcWltemdvUT09,2020-04-22,06:00:00
268,268,"PS - Financing team (w/Steve, Ojas)",2020-04-22 08:00:00,2020-04-22 08:30:00,https://mckinsey.zoom.us/j/96739888336?pwd=VnNtQlhkSzUyamt6WXBtcUhGM1lZdz09,2020-04-22,08:00:00
269,269,Call: Gross margin 2022,2020-04-22 09:00:00,2020-04-22 09:30:00,https://mckinsey.zoom.us/j/98040949871?pwd=N3RaV0F6YlphLy9ZekdPeWxwSTJkdz09,2020-04-22,09:00:00
270,270,QC model w/team,2020-04-22 13:00:00,2020-04-22 14:00:00,https://mckinsey.zoom.us/j/99887010940?pwd=M1c1VHhQNEVKOWRGTWlBR2FmRmNNdz09,2020-04-22,13:00:00
271,271,[EXT]McKinsey + Macy's following up meeting (pls see note below),2020-04-22 14:30:00,2020-04-22 15:30:00,Microsoft Teams Meeting,2020-04-22,14:30:00
272,272,Daily check-in,2020-04-23 06:00:00,2020-04-23 06:30:00,https://mckinsey.zoom.us/j/97875107396?pwd=eDcwL09HUVJqS1hlU1NXcWltemdvUT09,2020-04-23,06:00:00
273,273,PS - Financing team,2020-04-23 06:30:00,2020-04-23 07:00:00,https://mckinsey.zoom.us/j/99259839125?pwd=dXVYbWhXMXRRZ1JrVkprcDJ2Y3ZuUT09,2020-04-23,06:30:00
274,274,Call: Fixed vs variable SG&A,2020-04-23 10:30:00,2020-04-23 11:00:00,https://mckinsey.zoom.us/j/98399491813?pwd=T0hBTTlhbVN1ZVpEanB5eHdrNG8zQT09,2020-04-23,10:30:00
275,275,PS - Review 2022 projections,2020-04-23 14:00:00,2020-04-23 15:00:00,https://mckinsey.zoom.us/j/99980649703?pwd=TEZ5UFJjcHRRZUxUNDgxQmZ0dmNYUT09,2020-04-23,14:00:00
276,276,Daily check-in,2020-04-24 06:30:00,2020-04-24 07:00:00,https://mckinsey.zoom.us/j/96742605218?pwd=djZjK2NSVUFBNXdHMjF1SWM3NERsZz09,2020-04-24,06:30:00
277,277,"TMT Learning (Kevin, Arnav) ",2020-04-24 07:00:00,2020-04-24 07:30:00,https://mckinsey.zoom.us/j/98106469468?pwd=UVUrVnVOSHB0WGNrS3ZNeGNaTkhadz09,2020-04-24,07:00:00
278,278,[EXT]McKinsey + Macy's Review of 2020 projections,2020-04-24 07:30:00,2020-04-24 08:00:00,Microsoft Teams Meeting,2020-04-24,07:30:00
279,279,[EXT]Project Kickstart Meeting,2020-04-24 08:00:00,2020-04-24 09:00:00,Microsoft Teams Meeting,2020-04-24,08:00:00
280,280,Team talk - Barometer results,2020-04-24 09:30:00,2020-04-24 10:00:00,https://mckinsey.zoom.us/j/95446014503?pwd=ZkYxbTB4SzljMHRldzFqZElMYzZrZz09,2020-04-24,09:30:00
281,281,Macys Payroll PSS,2020-04-24 10:00:00,2020-04-24 10:30:00,Microsoft Teams Meeting,2020-04-24,10:00:00
282,282,Call: Revenues and SG&A at store level,2020-04-24 11:00:00,2020-04-24 11:30:00,https://mckinsey.zoom.us/j/99260835228?pwd=T0hTUHo4QThXM28wRTVUZFJVOGNIZz09,2020-04-24,11:00:00
283,283,[EXT]Daily Cash Call - Update,2020-04-24 11:00:00,2020-04-24 11:30:00,Microsoft Teams Meeting,2020-04-24,11:00:00
284,284,Call: Revenues and SG&A at store level,2020-04-24 12:00:00,2020-04-24 12:30:00,https://mckinsey.zoom.us/j/95634030895?pwd=OWNLdElvcXBmck5tUmxTS2xXNUVCdz09,2020-04-24,12:00:00
285,285,NEO TMT Practice Event,2020-04-24 12:00:00,2020-04-24 13:00:00,https://mckinsey.zoom.us/j/99918198181?pwd=cWxTdC9Ka1ZOOEpMRDNHWSt3dzdEdz09,2020-04-24,12:00:00
286,286,~Very Important~ Virtual Happy Hour,2020-04-24 15:00:00,2020-04-24 16:00:00,https://mckinsey.zoom.us/j/98043273278?pwd=VU9wNjVOc09xaEZVc3QvNngxbDJXZz09,2020-04-24,15:00:00
287,287,Regroup - Document for tomorrow ,2020-04-24 16:00:00,2020-04-24 16:30:00,https://mckinsey.zoom.us/j/94428243323?pwd=em0xMmJ0WVBvTm5aZmFCNmxuTS80UT09,2020-04-24,16:00:00
288,288,[EXT]Project Kickstart Meeting,2020-04-27 05:00:00,2020-04-27 06:00:00,Microsoft Teams Meeting,2020-04-27,05:00:00
289,289,Daily check-in,2020-04-27 06:00:00,2020-04-27 06:30:00,https://mckinsey.zoom.us/j/97875107396?pwd=eDcwL09HUVJqS1hlU1NXcWltemdvUT09,2020-04-27,06:00:00
290,290,Workstream SG&A budget file,2020-04-27 08:00:00,2020-04-27 08:30:00,https://mckinsey.zoom.us/j/94401484613?pwd=YW53NlFnRmt2aVlGbEFoNVJHWENYdz09,2020-04-27,08:00:00
291,291,"PS - Financing team w/Steve, Ojas",2020-04-27 08:30:00,2020-04-27 09:30:00,https://mckinsey.zoom.us/j/98211495412?pwd=c1RHcC90eW5Qbk5NVVdKZE9vdkoyZz09,2020-04-27,08:30:00
292,292,PS - SG&A margin [Call],2020-04-27 11:00:00,2020-04-27 11:30:00,https://mckinsey.zoom.us/j/97147298238?pwd=Y1dzVDNDMFI3Qi9pWGlVc3Z1QUJhZz09,2020-04-27,11:00:00
293,293,[EXT]Canceled: Daily Cash Call - Update,2020-04-27 11:00:00,2020-04-27 11:30:00,Microsoft Teams Meeting,2020-04-27,11:00:00
294,294,Team connect,2020-04-27 19:00:00,2020-04-27 19:30:00,https://mckinsey.zoom.us/j/98309405982?pwd=L0VtM2UzVlhiWWM2R25HM2lwZFVkZz09,2020-04-27,19:00:00
295,295,[EXT]Project Kickstart Meeting,2020-04-28 05:00:00,2020-04-28 06:00:00,Microsoft Teams Meeting,2020-04-28,05:00:00
296,296,Daily check-in,2020-04-28 06:00:00,2020-04-28 06:30:00,https://mckinsey.zoom.us/j/97875107396?pwd=eDcwL09HUVJqS1hlU1NXcWltemdvUT09,2020-04-28,06:00:00
297,297,TBR: Call: Store closures,2020-04-28 08:00:00,2020-04-28 08:30:00,https://mckinsey.zoom.us/j/94803391745?pwd=eko0MlIzYjRkM1RSdkRLanBLbWJKQT09,2020-04-28,08:00:00
298,298,PS - Financing team,2020-04-28 08:30:00,2020-04-28 09:30:00,https://mckinsey.zoom.us/j/92853977038?pwd=ZlpKU21iR3hYaWxvdzBOZ0JvUnZxZz09,2020-04-28,08:30:00
299,299,[EXT]Canceled: Daily Cash Call - Update,2020-04-28 11:30:00,2020-04-28 12:00:00,Microsoft Teams Meeting,2020-04-28,11:30:00
300,300,Connect on 2022 Financials for Jeff G on Weds + Board on Friday,2020-04-28 15:30:00,2020-04-28 16:30:00,https://mckinsey.zoom.us/j/93099703497?pwd=cDJNKzl6dGxaV0JpMUdMSVJRVmw5UT09,2020-04-28,15:30:00
301,301,Team connect,2020-04-28 19:15:00,2020-04-28 19:45:00,https://mckinsey.zoom.us/j/94148377245?pwd=VDFNTGVIaXBTQlpCbWZIc1BRSEpMUT09,2020-04-28,19:15:00
302,302,Daily check-in,2020-04-29 06:00:00,2020-04-29 06:30:00,https://mckinsey.zoom.us/j/97875107396?pwd=eDcwL09HUVJqS1hlU1NXcWltemdvUT09,2020-04-29,06:00:00
303,303,Team connect (w/Ojas),2020-04-29 08:45:00,2020-04-29 09:15:00,https://mckinsey.zoom.us/j/99539999899?pwd=WE0wVnJsYWk5dXdWMmQvRUdKTWFKQT09,2020-04-29,08:45:00
304,304,Review BoD,2020-04-29 10:00:00,2020-04-29 10:30:00,https://mckinsey.zoom.us/j/92330830199?pwd=NmVzdjVReTBHZzk0Zis2ajl6M1ZkQT09,2020-04-29,10:00:00
305,305,[EXT]Canceled: Daily Cash Call - Update,2020-04-29 11:00:00,2020-04-29 11:30:00,Microsoft Teams Meeting,2020-04-29,11:00:00
306,306,[EXT]Project Kickstart Meeting,2020-04-30 05:00:00,2020-04-30 06:00:00,Microsoft Teams Meeting,2020-04-30,05:00:00
307,307,Daily check-in,2020-04-30 06:00:00,2020-04-30 06:30:00,https://mckinsey.zoom.us/j/97875107396?pwd=eDcwL09HUVJqS1hlU1NXcWltemdvUT09,2020-04-30,06:00:00
308,308,PS - Financing team,2020-04-30 11:00:00,2020-04-30 11:30:00,https://mckinsey.zoom.us/j/96158546322?pwd=NWNRRkV6TUNyeForY2VkU3Badm85dz09,2020-04-30,11:00:00
309,309,Board document review (w/Doug),2020-04-30 15:00:00,2020-04-30 15:30:00,https://mckinsey.zoom.us/j/96540950290?pwd=M0l1MnNrQzRLbEhIWUlWVndld1k1QT09,2020-04-30,15:00:00
310,310,Daily check-in,2020-05-01 06:30:00,2020-05-01 07:00:00,https://mckinsey.zoom.us/j/96742605218?pwd=djZjK2NSVUFBNXdHMjF1SWM3NERsZz09,2020-05-01,06:30:00
311,311,PS - Financing team,2020-05-01 08:30:00,2020-05-01 09:00:00,https://mckinsey.zoom.us/j/96856117549?pwd=Ukw1T2lja04zVlpmTWNQN0ZkNi8wZz09,2020-05-01,08:30:00
312,312,[EXT]Project Kickstart Meeting,2020-05-01 10:00:00,2020-05-01 11:00:00,Microsoft Teams Meeting,2020-05-01,10:00:00
